id,school,location,date,description,L1,L2,clearance,actions,notes
5729,Jefferson High School,D-3 - left ,12/28/01,Sink faucet for washing ,6,0.2,,,
5730,Jefferson High School,D-3 - right ,12/28/01,Sink faucet for washing ,10,0.3,,,
5731,Jefferson High School,D-31 - right ,12/28/01,Sink faucet for washing ,8,0,,,
5732,Jefferson High School,D-31 (Back) ,12/28/01,Sink faucet for washing ,22,0,,,
5733,Jefferson High School,D-33 ,12/28/01,Sink faucet for washing ,14,0,,,
5734,Jefferson High School,D-35 2nd Island 2 ,12/28/01,Sink faucet for washing ,25,0.5,,,
5735,Jefferson High School,D-35 2nd Island 3 ,12/28/01,Sink faucet for washing ,0,0.5,,,
5736,Jefferson High School,D-35 BackWall - far left ,12/28/01,Sink faucet for washing ,37,0,,,
5737,Jefferson High School,D-35 BackWall (4) ,12/28/01,Sink faucet for washing ,76,0,,,
5738,Jefferson High School,D-35 BackWall (5) ,12/28/01,Sink faucet for washing ,48,0,,,
5739,Jefferson High School,D-35 BackWall (6) ,12/28/01,Sink faucet for washing ,75,0,,,
5740,Jefferson High School,D-35 BackWall Left 2 ,12/28/01,Sink faucet for washing,NULL,0,,,
5741,Jefferson High School,D-35 BackWall Left 3 ,12/28/01,Sink faucet for washing ,73,0,,,
5742,Jefferson High School,D-35 Island 1 ,12/28/01,Sink faucet for washing ,20,0.4,,,
5743,Jefferson High School,D-35 Island 2 ,12/28/01,Sink faucet for washing ,0,0.4,,,
5744,Jefferson High School,D-35 Left 2 ,12/28/01,Sink faucet for washing ,45,0,,,
5745,Jefferson High School,D-35 Left 3 ,12/28/01,Sink faucet for washing ,7,0.3,,,
5746,Jefferson High School,D-35 Left of Door ,12/28/01,Sink faucet for washing ,0,0,,,
5747,Jefferson High School,D-35 Near Door ,12/28/01,Sink faucet for washing ,27,0,,,
5748,Jefferson High School,D-35 Teachers Desk ,12/28/01,Sink faucet for washing ,740,0,,,
5749,Jefferson High School,D-4 Left 2 ,12/28/01,Sink faucet for washing ,5,0,,,
5750,Jefferson High School,D-4 Left of Door ,12/28/01,Sink faucet for washing ,0,0,,,
5751,Jefferson High School,D-4 Left of Windows ,12/28/01,Sink faucet for washing ,24,0,,,
5752,Jefferson High School,D-4 Right of Windows ,12/28/01,Sink faucet for washing ,18,0,,,
5753,Jefferson High School,D-5 Custodial ,12/28/01,Sink faucet for washing ,0,0,,,
5754,Jefferson High School,D-8 Back left ,12/28/01,Sink faucet for washing ,0,0,,,
5755,Jefferson High School,D-8 Back Right ,12/28/01,Sink faucet for washing ,6,0,,,
5756,Jefferson High School,D-9 Back Right ,12/28/01,Sink faucet for washing ,0,0,,,
5757,Jefferson High School,D-9 Door Side - far left ,12/28/01,Sink faucet for washing ,0,0,,,
5758,Jefferson High School,D-9 Left After Entrance ,12/28/01,Sink faucet for washing ,0,0,,,
5759,Jefferson High School,Dance Office A-36 ,12/28/01,Sink faucet for washing ,0,0,,,
5760,Jefferson High School,Girls B-78 - center ,12/28/01,Sink faucet for washing ,5,0,,,
5761,Jefferson High School,Girls B-78 - left ,12/28/01,Sink faucet for washing ,7,0,,,
5762,Jefferson High School,Girls B-78 - right ,12/28/01,Sink faucet for washing ,0,0,,,
5763,Jefferson High School,Girls Locker Room ,12/28/01,Sink faucet for washing ,42,0,,,
5764,Jefferson High School,Girls Locker Room ,12/28/01,Sink faucet for washing ,20,0,,,
5765,Jefferson High School,Girls Near B-17 - center left ,12/28/01,Sink faucet for washing ,11,0,,,
5766,Jefferson High School,Girls Near B-17 - center right ,12/28/01,Sink faucet for washing ,5,0,,,
5767,Jefferson High School,Girls Near B-17 - far left ,12/28/01,Sink faucet for washing ,8,0,,,
5768,Jefferson High School,Girls Near B-17 - far right ,12/28/01,Sink faucet for washing ,10,0,,,
5769,Jefferson High School,Girls Near C-16 - center left ,12/28/01,Sink faucet for washing ,9,0,,,
5770,Jefferson High School,Girls Near C-16 - center right ,12/28/01,Sink faucet for washing ,57,0,,,
5771,Jefferson High School,Girls Near C-16 - far left ,12/28/01,Sink faucet for washing ,41,0,,,
5772,Jefferson High School,Girls Near C-16 - far left ,12/28/01,Sink faucet for washing ,71,0,,,
5773,Jefferson High School,Girls Near D-5 ,12/28/01,Sink faucet for washing ,15,0,,,
5774,Jefferson High School,Girls Near D-5 ,12/28/01,Sink faucet for washing ,16,0,,,
5775,Jefferson High School,Girls Near D-5 ,12/28/01,Sink faucet for washing ,12,0,,,
5776,Jefferson High School,Girls Near D-5 ,12/28/01,Sink faucet for washing ,18,0,,,
5777,Jefferson High School,Girls Restroom Outside Gym - left ,12/28/01,Sink faucet for washing ,0,0,,,
5778,Jefferson High School,Girls Restroom Outside Gym - right ,12/28/01,Sink faucet for washing ,6,0,,,
5779,Jefferson High School,Handicap Restroom Near C-23 ,12/28/01,Sink faucet for washing ,16,0,,,
5780,Jefferson High School,Handicap Restroom Near D-5 ,12/28/01,Sink faucet for washing ,26,0,,,
5781,Jefferson High School,Kitchen Near Custodial - left ,12/28/01,Sink faucet for washing ,61,0,,,
5782,Jefferson High School,Kitchen Near Custodial Ã_Ã‚ ,12/28/01,Sink faucet for washing ,147,0,,,
5783,Jefferson High School,Kitchen-Back Wall Left Side - left ,12/28/01,Sink faucet for washing ,62,0,,,
5784,Jefferson High School,Kitchen-Back Wall Left Side -right ,12/28/01,Sink faucet for washing ,62,0,,,
5785,Jefferson High School,Kitchen-BackWall Right Side - left ,12/28/01,Sink faucet for washing ,42,0,,,
5786,Jefferson High School,Kitchen-BackWall Right Side - right ,12/28/01,Sink faucet for washing ,150,0,,,
5787,Jefferson High School,"Kitchen-Dishwashing - left, very back ",12/28/01,Sink faucet for washing ,34,0,,,
5788,Jefferson High School,"Kitchen-Dishwashing - right, very back ",12/28/01,Sink faucet for washing ,30,0,,,
5789,Jefferson High School,Kitchen-Girls Bathroom ,12/28/01,Sink faucet for washing ,28,0,,,
5790,Jefferson High School,Kitchen-Womens Locker Room ,12/28/01,Sink faucet for washing ,17,0,,,
5791,Jefferson High School,Kitchen-Womens Locker Room (Side) ,12/28/01,Sink faucet for washing ,0,0,,,
5792,Jefferson High School,Mens Near B-17 ,12/28/01,Sink faucet for washing ,0,0,,,
5793,Jefferson High School,Restroom C-2 Health Services ,12/28/01,Sink faucet for washing ,23,0,,,
5794,Jefferson High School,Womens Near B-17 ,12/28/01,Sink faucet for washing ,59,0,,,
5795,Kellogg Middle School,Annex (403) ,8/16/01,Halsey Taylor single bubbler ,16,18,,,
5796,Kellogg Middle School,Boiler room ,8/16/01,Service Connection ,3,2,,,
5797,Kellogg Middle School,Kitchen ,8/16/01,Sink for drinking ,13,8,,,
5798,Kellogg Middle School,"Near Cafâ€™Â©, lower level ",8/16/01,Central double bubbler ,12,2,,,
5799,Kellogg Middle School,"Near Cafâ€™Â©, lower level ",8/16/01,Central double bubbler ,18,11,,,
5800,Kellogg Middle School,"Near gymnasium, lower level ",8/16/01,Elkay single cooler ,0,0,,,
5801,Kellogg Middle School,"Near gymnasium, lower level ",8/16/01,Haws in-wall fountain ,28,3,,,
5802,Kellogg Middle School,"Near room 206, middle level ",8/16/01,Central double bubbler ,216,25,,,
5803,Kellogg Middle School,"Near room 240, middle ",8/16/01,Central double bubbler ,2,0,,,
5804,Kellogg Middle School,Near room 312 ,8/16/01,Central double bubbler ,5,2,,,
5805,Kellogg Middle School,"Near room 326, upper level ",8/16/01,Central double bubbler ,4,1,,,
5806,Kellogg Middle School,Room 112 ,8/16/01,Central single bubbler ,11,8,,,
5807,Kellogg Middle School,Annex (403) ,9/15/01,Halsey Taylor single bubbler ,14,2,,,
5808,Kellogg Middle School,Near Cafâ€™Â© lower level ,9/15/01,Central double bubbler ,5,0,,,
5809,Kellogg Middle School,"Near gymnasium, lower level ",9/15/01,New in-wall ,3,0,,,
5810,Kellogg Middle School,"Near room 206, middle level ",9/15/01,Central double bubbler ,1,2,,,
5811,Kellogg Middle School,"Near room 206, middle level ",9/28/01,Central double bubbler ,6,0,,,
5812,Kellogg Middle School,Annex (409) ,10/6/01,Halsey Taylor single bubbler ,26,12,,,
5813,Kellogg Middle School,Home Economics ,10/6/01,Halsey Taylor single bubbler ,9,0,,,
5814,Kellogg Middle School,"Home Economics, north wall ",10/6/01,Sink for drinking ,9,0,,,
5815,Kellogg Middle School,"Home Economics, NW wall ",10/6/01,Sink for drinking ,10,0,,,
5816,Kellogg Middle School,"Home Economics, SE wall ",10/6/01,Sink for drinking ,32,0,,,
5817,Kellogg Middle School,"Home Economics, SW wall ",10/6/01,Sink for drinking ,130,0,,,
5818,Kellogg Middle School,Room 412 (Annex) ,10/6/01,Halsey Taylor single bubbler ,16,11,,,
5819,Kellogg Middle School,Hall by Cafeteria ,11/28/01,Elkay single bubbler ,11,6,,,
5820,Kellogg Middle School,Hall near 206 ,11/28/01,Elkay single bubbler ,0,0,,,
5821,Kellogg Middle School,Hall near 403 ,11/28/01,Elkay single bubbler ,0,0,,,
5822,Kellogg Middle School,Room 412 (Annex) ,11/28/01,Elkay single bubbler ,0,17,,,
5823,Kellogg Middle School,N. Gym ,12/4/01,Elkay single bubbler ,0,0,,,
5824,Kellogg Middle School,Room 412 (Annex) ,12/12/01,Elkay single bubbler ,0,0,,,
5825,Kellogg Middle School,Boys Restroom 240 (1) ,12/28/01,Sink faucet for washing ,0,0,,,
5826,Kellogg Middle School,Boys Restroom 240 (2) ,12/28/01,Sink faucet for washing ,0,0,,,
5827,Kellogg Middle School,Boys Restroom 309 ,12/28/01,Sink faucet for washing ,37,0.5,,,
5828,Kellogg Middle School,Boys Restroom 309 ,12/28/01,Sink faucet for washing ,0,0,,,
5829,Kellogg Middle School,Boys Restroom 325 (1) ,12/28/01,Sink faucet for washing ,0,0.4,,,
5830,Kellogg Middle School,Boys Restroom 325 (2) ,12/28/01,Sink faucet for washing ,0,0.2,,,
5831,Kellogg Middle School,Boys Restroom 404 ,12/28/01,Sink faucet for washing ,29,0.2,,,
5832,Kellogg Middle School,Boys Restroom Basement (1) ,12/28/01,Sink faucet for washing ,0,0,,,
5833,Kellogg Middle School,Boys Restroom Basement (2) ,12/28/01,Sink faucet for washing ,0,0,,,
5834,Kellogg Middle School,Boys Restroom Basement (3) ,12/28/01,Sink faucet for washing ,5,0,,,
5835,Kellogg Middle School,Boys Restroom Basement (4) ,12/28/01,Sink faucet for washing ,10,0,,,
5836,Kellogg Middle School,Boys Restroom Basement (5) ,12/28/01,Sink faucet for washing ,0,0.2,,,
5837,Kellogg Middle School,Boys Restroom Gym Hall ,12/28/01,Sink faucet for washing ,0,0.3,,,
5838,Kellogg Middle School,Class 112 ,12/28/01,Sink faucet for washing ,51,0,,,
5839,Kellogg Middle School,Class 118 (1) ,12/28/01,Sink faucet for washing ,15,0.6,,,
5840,Kellogg Middle School,Class 118 (2) ,12/28/01,Sink faucet for washing ,18,0.6,,,
5841,Kellogg Middle School,Class 118 (4) ,12/28/01,Sink faucet for washing ,24,0.4,,,
5842,Kellogg Middle School,Class 118 (5) ,12/28/01,Sink faucet for washing ,0,0,,,
5843,Kellogg Middle School,Class 120 ,12/28/01,Sink faucet for washing ,43,0.4,,,
5844,Kellogg Middle School,Class 120 A ,12/28/01,Sink faucet for washing ,16,0,,,
5845,Kellogg Middle School,Class 134 ,12/28/01,Sink faucet for washing ,0,0,,,
5846,Kellogg Middle School,Class 134 A ,12/28/01,Sink faucet for washing ,21,0,,,
5847,Kellogg Middle School,Class 138 (1) ,12/28/01,Sink faucet for washing ,0,0.4,,,
5848,Kellogg Middle School,Class 138 (2) ,12/28/01,Sink faucet for washing ,0,0.3,,,
5849,Kellogg Middle School,Class 138 (3) ,12/28/01,Sink faucet for washing ,0,0.2,,,
5850,Kellogg Middle School,Class 307 ,12/28/01,Sink faucet for washing ,8,0,,,
5851,Kellogg Middle School,Class 327 ,12/28/01,Sink faucet for washing ,0,0,,,
5852,Kellogg Middle School,Class 408 ,12/28/01,Sink faucet for washing ,37,0,,,
5853,Kellogg Middle School,Class 409 (1) ,12/28/01,Sink faucet for washing ,54,0,,,
5854,Kellogg Middle School,Class 409 (2) ,12/28/01,Sink faucet for washing ,50,0.2,,,
5855,Kellogg Middle School,Class 410 ,12/28/01,Sink faucet for washing ,74,0,,,
5856,Kellogg Middle School,Class 412 ,12/28/01,Sink faucet for washing ,26,0,,,
5857,Kellogg Middle School,Class 412 ,12/28/01,Sink faucet for washing ,46,0,,,
5858,Kellogg Middle School,Class 413 (1) ,12/28/01,Sink faucet for washing ,40,0.7,,,
5859,Kellogg Middle School,Class 413 (2) ,12/28/01,Sink faucet for washing ,29,0.4,,,
5860,Kellogg Middle School,Faculty Lounge ,12/28/01,Sink faucet for washing ,52,0.5,,,
5861,Kellogg Middle School,Faculty Restroom 115 ,12/28/01,Sink faucet for washing ,17,0.5,,,
5862,Kellogg Middle School,Faculty Restroom 139 ,12/28/01,Sink faucet for washing ,0,0,,,
5863,Kellogg Middle School,Girls Restroom ,12/28/01,Sink faucet for washing ,0,0,,,
5864,Kellogg Middle School,Girls Restroom (1) ,12/28/01,Sink faucet for washing ,13,0.2,,,
5865,Kellogg Middle School,Girls Restroom (2) ,12/28/01,Sink faucet for washing ,0,0,,,
5866,Kellogg Middle School,Girls Restroom (3) ,12/28/01,Sink faucet for washing ,0,0,,,
5867,Kellogg Middle School,Girls Restroom 207 ,12/28/01,Sink faucet for washing ,0,0,,,
5868,Kellogg Middle School,Girls Restroom 311 ,12/28/01,Sink faucet for washing ,0,0,,,
5869,Kellogg Middle School,Girls Restroom 323 (1) ,12/28/01,Sink faucet for washing ,0,0,,,
5870,Kellogg Middle School,Girls Restroom 403 ,12/28/01,Sink faucet for washing ,12,0,,,
5871,Kellogg Middle School,Girls Restroom Gym Hall ,12/28/01,Sink faucet for washing ,0,0,,,
5872,Kellogg Middle School,Girls Restroom Gym Hall ,12/28/01,Sink faucet for washing ,7,0,,,
5873,Kellogg Middle School,Kitchen Sink (1) ,12/28/01,Sink faucet for washing ,0,0,,,
5874,Kellogg Middle School,Kitchen Sink (2) ,12/28/01,Sink faucet for washing ,0,0,,,
5875,Kellogg Middle School,Music Room Office ,12/28/01,Sink faucet for washing ,7,0,,,
5876,Kellogg Middle School,Principals Office ,12/28/01,Sink faucet for washing ,9,0,,,
5877,Kellogg Middle School,Room 219A ,12/28/01,Sink faucet for washing ,12,0,,,
5878,Kellogg Middle School,Room 224 ,12/28/01,Sink faucet for washing ,10,0,,,
5879,Kellogg Middle School,Room 402 ,12/28/01,Sink faucet for washing ,18,0,,,
5880,Kellogg Middle School,Teachers Workroom ,12/28/01,Sink faucet for washing ,11,0,,,
5881,Kellogg Middle School,Annex room 409 ,2/27/02,Elkay single bubbler ,0,0,,,
5882,Kelly Elementary School,Boiler Room ,7/25/01,Service Connection ,0,1,,,
5883,Kelly Elementary School,Cafeteria ,7/25/01,Central Double Bubbler ,0,1,,,
5884,Kelly Elementary School,Custodial Closet (Kelly Center) ,7/25/01,Service Connection ,42,3,,,
5885,Kelly Elementary School,Gymnasium ,7/25/01,Central Single In-Wall ,2,2,,,
5886,Kelly Elementary School,Kitchen  ,7/25/01,Sink for drinking ,9,0,,,
5887,Kelly Elementary School,Near Office ,7/25/01,Haws single bubbler ,2,1,,,
5888,Kelly Elementary School,Near Room 20 (Kelly Center) ,7/25/01,Elkay Double Cooler ,6,5,,,
5889,Kelly Elementary School,Room 100 ,7/25/01,Central single Bubbler ,1,1,,,
5890,Kelly Elementary School,Room 112 ,7/25/01,Elkay Single Cooler ,1,1,,,
5891,Kelly Elementary School,Room 29 (Kelly Center) ,7/25/01,Chicago Sink Drinker ,43,18,,,
5892,Kelly Elementary School,Near Room 118 ,9/22/01,Crane In-Wall ,13,3,,,
5893,Kelly Elementary School,Room 102 ,9/22/01,Crane Single Bubbler ,420,46,,,
5894,Kelly Elementary School,Room 103 ,9/22/01,Crane Single Bubbler ,87,41,,,
5895,Kelly Elementary School,Room 105 ,9/22/01,Central Single Bubbler ,130,12,,,
5896,Kelly Elementary School,Room 106 ,9/22/01,Chicago Sink Drinker ,29,3,,,
5897,Kelly Elementary School,Room 107 ,9/22/01,Chicago Sink Drinker ,20,2,,,
5898,Kelly Elementary School,Room 108 ,9/22/01,Crane Single Bubbler ,50,30,,,
5899,Kelly Elementary School,Room 109 ,9/22/01,Crane Single Bubbler ,21,23,,,
5900,Kelly Elementary School,Room 110 ,9/22/01,Crane Single Bubbler ,33,64,,,
5901,Kelly Elementary School,Room 111 ,9/22/01,Crane Single Bubbler ,64,51,,,
5902,Kelly Elementary School,Room 113 ,9/22/01,Elkay Single Bubbler ,16,3,,,
5903,Kelly Elementary School,Room 114 ,9/22/01,Elkay Single Bubbler ,2,0,,,
5904,Kelly Elementary School,Room 115 ,9/22/01,Elkay Single Bubbler ,20,2,,,
5905,Kelly Elementary School,Room 116 ,9/22/01,Elkay Single Bubbler ,11,2,,,
5906,Kelly Elementary School,Room 117 ,9/22/01,Elkay Single Bubbler ,7,0,,,
5907,Kelly Elementary School,Room 122 ,9/22/01,Chicago Sink Drinker ,59,3,,,
5908,Kelly Elementary School,Room 123 ,9/22/01,Chicago Sink Drinker ,29,3,,,
5909,Kelly Elementary School,Room 124 ,9/22/01,Chicago Sink Drinker ,12,2,,,
5910,Kelly Elementary School,Room 125 ,9/22/01,Chicago Sink Drinker ,43,2,,,
5911,Kelly Elementary School,Room 126 ,9/22/01,Chicago Sink Drinker ,24,2,,,
5912,Kelly Elementary School,Room 127 ,9/22/01,Chicago Sink Drinker ,30,2,,,
5913,Kelly Elementary School,Room 102 ,10/5/01,Crane Single Bubbler ,52,17,,,
5914,Kelly Elementary School,Room 105 ,10/5/01,Central single Bubbler ,38,18,,,
5915,Kelly Elementary School,Headstart room 2 ,11/14/01,Sink for drinking ,0,0,,,
5916,Kelly Elementary School,Headstart room 25 ,11/14/01,Sink for drinking ,8,0,,,
5917,Kelly Elementary School,Headstart room 29 ,11/14/01,Sink for drinking ,0,0,,,
5918,Kelly Elementary School,12C Staff Office Restroom ,12/28/01,Sink faucet for washing ,90,0,,,
5919,Kelly Elementary School,Adult Restroom (Left of Lounge 1) ,12/28/01,Sink faucet for washing ,24,0,,,
5920,Kelly Elementary School,Boiler Room ,12/28/01,Sink faucet for washing ,0,0,,,
5921,Kelly Elementary School,Boiler Room Restroom ,12/28/01,Sink faucet for washing ,10,0,,,
5922,Kelly Elementary School,Boys Locker Room in Gym ,12/28/01,Sink faucet for washing ,11,0,,,
5923,Kelly Elementary School,Boys Restroom Across From 107 (l) ,12/28/01,Sink faucet for washing ,12,0,,,
5924,Kelly Elementary School,Boys Restroom Across From 107 Ã_Ã‚ ,12/28/01,Sink faucet for washing ,19,0,,,
5925,Kelly Elementary School,Boys Restroom Across From Room 117 (l) ,12/28/01,Sink faucet for washing ,0,0,,,
5926,Kelly Elementary School,Boys Restroom Across From Room 117 Ã_Â© ,12/28/01,Sink faucet for washing ,0,0,,,
5927,Kelly Elementary School,Boys Restroom Across From Room 117 Ã_Ã‚ ,12/28/01,Sink faucet for washing ,0,0,,,
5928,Kelly Elementary School,Boys Restroom Left of Custodial Closet (l) ,12/28/01,Sink faucet for washing ,35,0,,,
5929,Kelly Elementary School,Boys Restroom Left of Custodial Closet Ã_Â© ,12/28/01,Sink faucet for washing ,24,0,,,
5930,Kelly Elementary School,Boys Restroom Left of Custodial Closet Ã_Ã‚ ,12/28/01,Sink faucet for washing ,15,0,,,
5931,Kelly Elementary School,Boys Restroom Near Room 124 (l) ,12/28/01,Sink faucet for washing ,0,0,,,
5932,Kelly Elementary School,Boys Restroom Near Room 124 Ã_Â© ,12/28/01,Sink faucet for washing ,0,0,,,
5933,Kelly Elementary School,Boys Restroom Near Room 124 Ã_Ã‚ ,12/28/01,Sink faucet for washing ,0,0,,,
